sn,order_line_key,order_no,zip_code,locId,CAR_NAME,TNT,TRACKNO,CPD,SHIPTIME,MCD,DELIVER_TIME
413,20210109212039509915811Y,ABC01-806412138905CC,92009,ABC_82335000473013,DL,4,LM8W2R150310646926,19/01/21,2021-01-11 20:21:30+00:00,DELIVERED,2021-01-13 15:14:59+00:00
414,20210112143229326140761Y,ABC01-806412953048CC,20832,ABC_824390009370862,DL,2,LM8X1R120300551604,19/01/21,2021-01-13 18:23:10+00:00,DELIVERED,2021-01-15 15:32:15+00:00
415,20210109155001985723331Y,ABC01-806412048917CC,10033,ABC_82335000473013,DL,4,LM8W2R150310637196,19/01/21,2021-01-11 12:06:48+00:00,DELIVERED,2021-01-14 13:48:32+00:00
416,20210110183758659844921Y,ABC01-806412347508CC,95003,ABC_82335000473013,DL,5,LM8W2R150310643474,19/01/21,2021-01-11 20:06:53+00:00,DELIVERED,2021-01-14 11:17:44+00:00
417,20210108181955703697601Y,ABC01-806411685067CC,91740,ABC_82335000473013,DL,4,LM8W2R150310641663,19/01/21,2021-01-11 20:36:55+00:00,DELIVERED,2021-01-13 17:59:40+00:00
418,20210110140016296099931Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM8W2R150310645070,19/01/21,2021-01-11 20:20:14+00:00,DELIVERED,2021-01-13 16:32:04+00:00
419,20210110140016296100511Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM8W2R150310645070,19/01/21,2021-01-11 20:20:14+00:00,DELIVERED,2021-01-13 16:32:04+00:00
420,20210111000914898058981Y,ABC01-806412438692CC,92880,ABC_82335000473013,DL,4,LM8W2R150310639452,19/01/21,2021-01-11 21:00:13+00:00,DELIVERED,2021-01-14 10:48:01+00:00
421,20210109151756932746011Y,ABC01-806411997384CC,10017,ABC_82335000473013,DL,4,LM8W2R150310643321,19/01/21,2021-01-11 20:28:28+00:00,DELIVERED,2021-01-14 15:31:52+00:00
422,20210109133534081814211Y,1121009731201CC,30046,ABC_82335000473013,DL,3,LM8W2R150310638784,19/01/21,2021-01-11 20:12:38+00:00,DELIVERED,2021-01-13 16:04:43+00:00
423,20210108174925657052921Y,ABC01-806411687149CC,94565,ABC_82335000473013,DL,5,LM8W2R150310643376,19/01/21,2021-01-11 20:28:02+00:00,DELIVERED,2021-01-14 14:19:18+00:00
424,20210108183230722979601Y,ABC01-806411683873CC,95066,ABC_82335000473013,DL,5,LM8W2R150310639952,19/01/21,2021-01-11 20:20:15+00:00,DELIVERED,2021-01-14 15:14:48+00:00
425,20210109034426209071341Y,ABC01-806411793372CC,95054,ABC_82335000473013,DL,5,LM8W2R150310647943,19/01/21,2021-01-11 20:00:23+00:00,DELIVERED,2021-01-14 11:11:48+00:00
426,20210107235357402124501Y,ABC01-806411371992CC,94572,ABC_824390009370862,DL,5,LM8X1R120300538110,19/01/21,2021-01-08 19:12:41+00:00,DELIVERED,2021-01-15 17:09:55+00:00
427,20210111000602896295701Y,ABC01-806412505031CC,2215,ABC_82335000473013,DL,4,LM8W2R150310642162,19/01/21,2021-01-11 20:25:03+00:00,DELIVERED,2021-01-14 10:47:08+00:00
428,20210109165933201900111Y,ABC01-806412027576CC,30004,ABC_82335000473013,DL,3,LM8W2R150310644071,19/01/21,2021-01-11 20:28:27+00:00,DELIVERED,2021-01-13 19:25:38+00:00
429,20210107150453670692331Y,ABC01-806411098578CC,91780,ABC_824390009370862,DL,4,LM8X1R120300539315,19/01/21,2021-01-08 19:11:46+00:00,DELIVERED,2021-01-13 17:48:31+00:00
430,20210109190754383466641Y,ABC01-806412082762CC,11735,ABC_82335000473013,DL,4,LM8W2R150310640744,19/01/21,2021-01-11 19:57:09+00:00,DELIVERED,2021-01-14 17:37:10+00:00
431,20210109181156317114301Y,ABC01-806412043360CC,92103,ABC_82335000473013,DL,4,LM8W2R150310644795,19/01/21,2021-01-11 20:27:11+00:00,DELIVERED,2021-01-13 16:07:26+00:00
432,20210110224028852280131Y,ABC01-806412466641CC,90036,ABC_82335000473013,DL,4,LM8W2R150310647747,19/01/21,2021-01-11 20:01:18+00:00,DELIVERED,2021-01-13 17:20:30+00:00
433,20210108192413788541141Y,ABC01-806411725427CC,95608,ABC_82335000473013,DL,5,LM8W2R150310647685,19/01/21,2021-01-11 20:03:35+00:00,DELIVERED,2021-01-14 15:28:27+00:00
434,20210110125402202897211Y,ABC01-806412310143CC,11747,ABC_82335000473013,DL,4,LM8W2R150310642653,19/01/21,2021-01-11 20:44:13+00:00,DELIVERED,2021-01-14 10:12:32+00:00
435,20210110163605512272521Y,ABC01-806412341446CC,92040,ABC_82335000473013,DL,4,LM8W2R150310645758,19/01/21,2021-01-11 20:02:08+00:00,DELIVERED,2021-01-13 10:44:06+00:00
436,20210110140016296100691Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM8W2R150310645070,19/01/21,2021-01-11 20:20:14+00:00,DELIVERED,2021-01-13 16:32:04+00:00
437,20210110140016296100051Y,ABC01-806412282721CC,92131,ABC_82335000473013,DL,4,LM8W2R150310645070,19/01/21,2021-01-11 20:20:14+00:00,DELIVERED,2021-01-13 16:32:04+00:00
438,20210110104828936145561Y,ABC01-806412238862CC,30075,ABC_82335000473013,DL,3,LM8W2R150310647452,19/01/21,2021-01-11 20:05:16+00:00,DELIVERED,2021-01-13 16:05:58+00:00
439,20210108005929438880631Y,ABC01-806411411265CC,92804,ABC_824390009370862,DL,4,LM8X1R120300545406,19/01/21,2021-01-11 19:19:26+00:00,DELIVERED,2021-01-14 12:00:08+00:00
440,20210110233522881566441Y,ABC01-806412459573CC,94546,ABC_82335000473013,DL,5,LM8W2R150310646097,19/01/21,2021-01-11 20:13:44+00:00,DELIVERED,2021-01-14 10:32:57+00:00
441,20210111100002317323321Y,ABC01-806412535047CC,91748,ABC_82335000473013,DL,4,LM8W2R150310646355,19/01/21,2021-01-11 20:13:33+00:00,DELIVERED,2021-01-13 11:03:03+00:00
442,20210118002656903368401Y,ABC01-806414576247CC,10026,ABC_82335000473013,DL,4,LM2V07890379116520,19/01/21,2021-01-19 00:17:40+00:00,DELIVERED,2021-01-19 10:10:39+00:00
443,20210118002656903368401Y,ABC01-806414576247CC,10026,ABC_82335000473013,DL,4,LMF344930389989504,19/01/21,2021-01-18 20:29:05+00:00,DELIVERED,2021-01-19 10:10:38+00:00
444,20210112201404806290641Y,ABC01-806413051430CC,76008,ABC_824390009370862,DL,2,LM8X1R120300551480,19/01/21,2021-01-13 18:35:30+00:00,DELIVERED,2021-01-15 15:46:47+00:00
445,20210117090809978392251Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LMR2770X0393977452,19/01/21,2021-01-18 20:15:20+00:00,DELIVERED,2021-01-19 17:44:04+00:00
446,20210117090809978392251Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LMR2770X0331851051,19/01/21,2021-01-18 20:18:30+00:00,DELIVERED,2021-01-19 17:44:04+00:00
447,20210109130156699928321Y,ABC01-806411876758CC,90019,ABC_82335000473013,DL,4,LM8W2R150310636937,19/01/21,2021-01-11 12:12:31+00:00,DELIVERED,2021-01-14 20:30:34+00:00
448,20210109143113853955951Y,ABC01-806411968122CC,91701,ABC_82335000473013,DL,4,LM8W2R150310647416,19/01/21,2021-01-11 20:04:00+00:00,DELIVERED,2021-01-13 13:04:28+00:00
449,20210113132900714306631Y,ABC01-806412826297CC,95682,ABC_82335000473013,DL,5,LM8W2R150210658086,19/01/21,2021-01-13 19:11:28+00:00,DELIVERED,2021-01-15 16:13:30+00:00
450,20210108213842918412591Y,ABC01-806411769854CC,11732,ABC_82335000473013,DL,4,LM8W2R150310641878,19/01/21,2021-01-11 20:25:48+00:00,DELIVERED,2021-01-14 10:25:04+00:00
451,20210118164720929541211Y,ABC01-806414801349CC,30067,ABC_82335000473013,DL,3,LMW490240326922693,20/01/21,2021-01-19 20:17:53+00:00,DELIVERED,2021-01-20 12:56:28+00:00
452,20210111083510231798561Y,ABC01-806412529932CC,89148,ABC_824390009370862,DL,5,LM8X1R120300545371,20/01/21,2021-01-11 19:18:25+00:00,DELIVERED,2021-01-15 15:09:31+00:00
453,20210108172642619307411Y,ABC01-806411665048CC,90077,ABC_824390009370862,DL,4,LM8X1R120300545308,20/01/21,2021-01-11 19:19:14+00:00,DELIVERED,2021-01-19 13:42:23+00:00
454,20210111221344379131491Y,ABC01-806412744146CC,92131,ABC_82335000473013,DL,4,LM8W2R150310650519,20/01/21,2021-01-12 20:11:48+00:00,DELIVERED,2021-01-15 13:16:00+00:00
455,20210111173022131174301Y,ABC01-806412645848CC,91765,ABC_82335000473013,DL,4,LM8W2R150310650831,20/01/21,2021-01-12 18:39:33+00:00,DELIVERED,2021-01-15 13:49:56+00:00
456,20210110002458628141001Y,ABC01-806412114891CC,95620,ABC_824390009370862,DL,5,LM8X1R120300547306,20/01/21,2021-01-12 19:52:25+00:00,DELIVERED,2021-01-18 16:18:10+00:00
457,20210117140733401366961Y,ABC01-806414107013CC,92069,ABC_824390009370862,DL,4,LM2R7V77YN50521210,20/01/21,2021-01-19 23:27:17+00:00,DELIVERED,2021-01-20 12:18:21+00:00
458,20210111221428381871061Y,ABC01-806412746659CC,94534,ABC_82335000473013,DL,5,LM8W2R150310651456,20/01/21,2021-01-12 18:42:26+00:00,DELIVERED,2021-01-15 17:22:15+00:00
459,20210111201347349543741Y,ABC01-806412735027CC,91790,ABC_82335000473013,DL,4,LM8W2R150310651269,20/01/21,2021-01-12 18:22:49+00:00,DELIVERED,2021-01-15 16:23:52+00:00
460,20210111200334336314401Y,ABC01-806412782612CC,11746,ABC_82335000473013,DL,4,LM8W2R150310651992,20/01/21,2021-01-12 18:25:37+00:00,DELIVERED,2021-01-15 13:44:45+00:00
461,20210111150932788800431Y,ABC01-806412674255CC,30096,ABC_82335000473013,DL,3,LM8W2R150310651670,20/01/21,2021-01-12 18:32:35+00:00,DELIVERED,2021-01-15 13:31:52+00:00
462,20210110074058789331131Y,ABC01-806412172839CC,91331,ABC_824390009370862,DL,4,LM8X1R120300545577,20/01/21,2021-01-11 19:18:52+00:00,DELIVERED,2021-01-14 19:01:21+00:00
463,20210109121409620566721Y,ABC01-806411889533CC,94565,ABC_824390009370862,DL,5,LM8X1R120300547619,20/01/21,2021-01-12 19:51:41+00:00,DELIVERED,2021-01-18 12:27:40+00:00
464,20210110223610849537911Y,ABC01-806412424388CC,95051,ABC_824390009370862,DL,5,LM8X1R120300543926,20/01/21,2021-01-11 19:18:27+00:00,DELIVERED,2021-01-15 18:17:40+00:00
465,20210110210420789810551Y,ABC01-806412373863CC,89148,ABC_824390009370862,DL,5,LM8X1R120300544863,20/01/21,2021-01-11 19:18:00+00:00,DELIVERED,2021-01-15 13:51:02+00:00
466,20210112085221743182091Y,ABC01-806412846348CC,92679,ABC_82335000473013,DL,4,LM8W2R150310653703,20/01/21,2021-01-12 18:32:52+00:00,DELIVERED,2021-01-15 16:14:10+00:00
467,20210113221058479976591Y,ABC01-806413380557CC,20886,ABC_82335000473013,DL,3,LM8W2R150310661945,20/01/21,2021-01-14 18:58:12+00:00,DELIVERED,2021-01-19 15:24:20+00:00
468,20210115232740441619551Y,ABC01-806413985751CC,20815,ABC_82335000473013,DL,3,LM8W2R151310667644,20/01/21,2021-01-18 19:22:39+00:00,DELIVERED,2021-01-19 12:16:08+00:00
469,20210112010615525540771Y,ABC01-806412287682CC,90044,ABC_82335000473013,DL,4,LM8W2R150310651198,20/01/21,2021-01-12 19:16:11+00:00,DELIVERED,2021-01-15 12:43:18+00:00
470,20210111001308901638731Y,ABC01-806412142595CC,89115,ABC_824390009370862,DL,5,LM8X1R120300545568,20/01/21,2021-01-11 19:18:08+00:00,DELIVERED,2021-01-15 11:37:36+00:00
471,20210109225825573394781Y,ABC01-806412150575CC,94590,ABC_824390009370862,DL,5,LM8X1R120300547771,20/01/21,2021-01-12 19:36:09+00:00,DELIVERED,2021-01-18 12:14:36+00:00
472,20210109225533572596881Y,ABC01-806412139534CC,92841,ABC_824390009370862,DL,4,LM8X1R120300547600,20/01/21,2021-01-12 19:53:42+00:00,DELIVERED,2021-01-15 18:52:54+00:00
473,20210116162019370079891Y,ABC01-806414172931CC,76063,ABC_824390009370862,DL,2,LMV7855E0270792715,20/01/21,2021-01-18 20:11:04+00:00,DELIVERED,2021-01-20 12:10:31+00:00
474,20210111231454452356221Y,ABC01-806412792418CC,90049,ABC_82335000473013,DL,4,LM8W2R150310652651,20/01/21,2021-01-12 18:38:39+00:00,DELIVERED,2021-01-15 12:15:52+00:00
475,20210111184001238311901Y,ABC01-806412684088CC,89145,ABC_82335000473013,DL,4,LM8W2R150310652393,20/01/21,2021-01-12 18:39:07+00:00,DELIVERED,2021-01-15 17:18:15+00:00
476,20210110004245638810201Y,ABC01-806412125966CC,92612,ABC_824390009370862,DL,4,LM8X1R120300547726,20/01/21,2021-01-12 19:51:58+00:00,DELIVERED,2021-01-15 11:01:58+00:00
477,20210112090113753119411Y,ABC01-806412817831CC,30033,ABC_82335000473013,DL,3,LM8W2R150310653169,20/01/21,2021-01-12 18:35:59+00:00,DELIVERED,2021-01-15 15:08:47+00:00
478,20210117140733401366981Y,ABC01-806414107013CC,92069,ABC_824390009370862,DL,4,LM2R7V77YN50521210,20/01/21,2021-01-19 23:27:17+00:00,DELIVERED,2021-01-20 12:18:21+00:00
479,20210111232018456463921Y,ABC01-806412760383CC,90014,ABC_82335000473013,DL,4,LM8W2R150310650671,20/01/21,2021-01-12 18:52:58+00:00,DELIVERED,2021-01-15 13:27:11+00:00
480,20210118171859977306121Y,ABC01-806414581121CC,11779,ABC_82335000473013,DL,4,LMF737Y41317525440,20/01/21,2021-01-19 17:16:47+00:00,DELIVERED,2021-01-20 12:35:07+00:00
481,20210118190004219398431Y,ABC01-806414827641CC,30075,ABC_82335000473013,DL,3,LMW490240377788912,20/01/21,2021-01-19 18:25:21+00:00,DELIVERED,2021-01-21 12:04:18+00:00
482,20210109133309752816111Y,ABC01-806411943308CC,91754,ABC_824390009370862,DL,4,LM8X1R120300545675,20/01/21,2021-01-11 19:09:06+00:00,DELIVERED,2021-01-14 12:55:03+00:00
483,20210113115025563954911Y,ABC01-806413217818CC,11743,ABC_824390009370862,DL,3,LM8X1R120300552943,20/01/21,2021-01-14 19:30:14+00:00,DELIVERED,2021-01-16 15:51:30+00:00
484,20210108125504140920851Y,ABC01-806411512397CC,92117,ABC_824390009370862,DL,4,LM8X1R120300548903,20/01/21,2021-01-12 19:51:21+00:00,DELIVERED,2021-01-15 12:44:16+00:00
485,20210111201244348401911Y,ABC01-806412730857CC,95608,ABC_82335000473013,DL,5,LM8W2R150310650662,20/01/21,2021-01-12 18:48:37+00:00,DELIVERED,2021-01-15 14:55:59+00:00
486,20210110121133146537821Y,ABC01-806412203678CC,92130,ABC_824390009370862,DL,4,LM8X1R120300545273,20/01/21,2021-01-11 19:19:15+00:00,DELIVERED,2021-01-14 14:00:38+00:00
487,20210111113656450910061Y,ABC01-806412528387CC,89131,ABC_82335000473013,DL,4,LM8W2R150310645963,20/01/21,2021-01-11 20:23:46+00:00,DELIVERED,2021-01-13 17:56:14+00:00
488,20210112040735592952151Y,ABC01-806412720495CC,18433,ABC_82335000473013,DL,4,LM8W2R150310652517,20/01/21,2021-01-12 20:04:26+00:00,DELIVERED,2021-01-15 12:23:34+00:00
489,20210111172407122315541Y,ABC01-806412690138CC,89129,ABC_82335000473013,DL,4,LM8W2R150310652937,20/01/21,2021-01-12 19:09:06+00:00,DELIVERED,2021-01-15 09:58:42+00:00
490,20210109215357534205741Y,ABC01-806412138122CC,95662,ABC_824390009370862,DL,5,LM8X1R120300548403,20/01/21,2021-01-12 18:58:17+00:00,DELIVERED,2021-01-18 17:42:07+00:00
491,20210117115606002729681Y,1121017578091CC,10025,ABC_82335000473013,DL,4,LMW495470382140559,20/01/21,2021-01-18 17:44:19+00:00,DELIVERED,2021-01-20 16:33:38+00:00
492,20210111191156282065221Y,ABC01-806412739107CC,91739,ABC_82335000473013,DL,4,LM8W2R150310654355,20/01/21,2021-01-12 18:32:18+00:00,DELIVERED,2021-01-15 12:43:19+00:00
493,20210111184001238312271Y,ABC01-806412684088CC,89145,ABC_82335000473013,DL,4,LM8W2R150310652393,20/01/21,2021-01-12 18:39:07+00:00,DELIVERED,2021-01-15 17:18:15+00:00
494,20210111173825145870731Y,ABC01-806412687657CC,90027,ABC_82335000473013,DL,4,LM8W2R150310653472,20/01/21,2021-01-12 20:03:23+00:00,DELIVERED,2021-01-15 14:19:36+00:00
495,20210110123200173742251Y,ABC01-806412204787CC,91761,ABC_824390009370862,DL,4,LM8X1R120300547422,20/01/21,2021-01-12 19:52:21+00:00,DELIVERED,2021-01-15 12:28:38+00:00
496,20210110143846350508571Y,ABC01-806412277448CC,94587,ABC_824390009370862,DL,5,LM8X1R120300548092,20/01/21,2021-01-12 19:35:43+00:00,DELIVERED,2021-01-18 10:05:10+00:00
497,20210112010546525475561Y,ABC01-806412737451CC,92870,ABC_82335000473013,DL,4,LM8W2R150310651643,20/01/21,2021-01-12 18:45:31+00:00,DELIVERED,2021-01-15 11:28:57+00:00
498,20210114212915864046801Y,ABC01-806413547091CC,92677,ABC_82335000473013,DL,4,LM8W2R150210665667,20/01/21,2021-01-15 18:53:52+00:00,DELIVERED,2021-01-19 15:05:21+00:00
499,20210109133447755082081Y,ABC01-806411895169CC,91750,ABC_824390009370862,DL,4,LM8X1R120300545362,20/01/21,2021-01-11 19:18:58+00:00,DELIVERED,2021-01-14 15:49:02+00:00
500,20210108153222079393781Y,1121008691429CC,94589,ABC_824390009370862,DL,5,LM8X1R120300544210,20/01/21,2021-01-11 19:17:33+00:00,DELIVERED,2021-01-15 15:00:11+00:00
501,20210111224518428968071Y,ABC01-806412790908CC,91706,ABC_82335000473013,DL,4,LM8W2R150310651438,20/01/21,2021-01-12 18:44:04+00:00,DELIVERED,2021-01-15 15:16:47+00:00
502,20210112001626494325971Y,ABC01-806412794430CC,94578,ABC_82335000473013,DL,5,LM8W2R150310653589,20/01/21,2021-01-12 18:31:44+00:00,DELIVERED,2021-01-15 12:53:05+00:00
503,20210118002656903368401Y,ABC01-806414576247CC,10026,ABC_82335000473013,DL,4,LMV7855E0303941026,20/01/21,2021-01-18 20:05:15+00:00,DELIVERED,2021-01-20 10:28:02+00:00
504,20210118002656903368401Y,ABC01-806414576247CC,10026,ABC_82335000473013,DL,4,LMF817630348823054,20/01/21,2021-01-18 21:10:41+00:00,DELIVERED,2021-01-20 10:28:03+00:00
505,20210118141038679815481Y,ABC01-806414720867CC,30043,ABC_82335000473013,DL,3,LMV7855E1362185410,20/01/21,2021-01-19 19:25:57+00:00,DELIVERED,2021-01-20 15:20:03+00:00
506,20210108153222079393771Y,1121008691429CC,94589,ABC_824390009370862,DL,5,LM8X1R120300544210,20/01/21,2021-01-11 19:17:33+00:00,DELIVERED,2021-01-15 15:00:11+00:00
507,20210112105927897854961Y,ABC01-806412915901CC,10028,ABC_82335000473013,DL,4,LM2R7V770399106266,20/01/21,2021-01-13 20:44:00+00:00,DELIVERED,2021-01-19 16:53:25+00:00
508,20210111193009299075761Y,ABC01-806412728642CC,94547,ABC_82335000473013,DL,5,LM8W2R150310650582,20/01/21,2021-01-12 20:09:11+00:00,DELIVERED,2021-01-15 12:12:05+00:00
509,20210112004509512133091Y,ABC01-806412647499CC,91331,ABC_824390009370862,DL,4,LM8X1R120300550632,21/01/21,2021-01-12 19:32:48+00:00,DELIVERED,2021-01-15 18:14:25+00:00
510,20210110173248588832531Y,ABC01-806412366039CC,95661,ABC_82335000473013,DL,5,LM8W2R150310644311,21/01/21,2021-01-11 20:39:13+00:00,DELIVERED,2021-01-14 09:56:40+00:00
511,20210112101853843034751Y,ABC01-806412840677CC,92011,ABC_824390009370862,DL,4,LM8X1R120300551195,21/01/21,2021-01-13 18:35:33+00:00,DELIVERED,2021-01-18 13:55:01+00:00
512,20210116103816772673201Y,ABC01-806414074768CC,20879,ABC_82335000473013,DL,3,LM8W2R150210667987,21/01/21,2021-01-18 12:52:14+00:00,DELIVERED,2021-01-20 17:54:41+00:00
513,20210112230331943940531Y,ABC01-806413090025CC,90004,ABC_82335000473013,DL,4,LM8W2R150310656228,21/01/21,2021-01-13 19:27:48+00:00,DELIVERED,2021-01-15 12:28:04+00:00
514,20210111144256746194781Y,ABC01-806412640512CC,95624,ABC_82335000473013,DL,5,LM8W2R150210667530,21/01/21,2021-01-18 13:11:36+00:00,DELIVERED,2021-01-20 11:39:51+00:00
515,20210114171619589022291Y,ABC01-806413581245CC,76016,ABC_824390009370862,DL,2,LM8X1R120300554781,21/01/21,2021-01-15 19:19:18+00:00,DELIVERED,2021-01-19 15:39:10+00:00
516,20210114113401982788181Y,ABC01-806413514076CC,10038,ABC_824390009370862,DL,3,LM8X1R120300554192,21/01/21,2021-01-15 19:19:54+00:00,DELIVERED,2021-01-19 17:37:36+00:00
517,20210111130832591701141Y,ABC01-806412596017CC,95688,ABC_824390009370862,DL,5,LM8X1R120300549313,21/01/21,2021-01-12 19:32:11+00:00,DELIVERED,2021-01-18 12:28:34+00:00
518,20210111152941823756581Y,ABC01-806412678306CC,90004,ABC_824390009370862,DL,4,LM8X1R120300549788,21/01/21,2021-01-12 19:31:41+00:00,DELIVERED,2021-01-15 10:25:47+00:00
519,20210111162949925507911Y,ABC01-806412692222CC,92805,ABC_824390009370862,DL,4,LM8X1R120300549377,21/01/21,2021-01-12 19:31:38+00:00,DELIVERED,2021-01-15 13:14:25+00:00
520,20210112131142089736771Y,1121012865272CC,94566,ABC_82335000473013,DL,5,LM8W2R150310654453,21/01/21,2021-01-12 18:29:25+00:00,DELIVERED,2021-01-18 17:26:37+00:00
521,20210112141823090056511Y,1121012870799CC,11756,ABC_82335000473013,DL,4,LM8W2R150310654417,21/01/21,2021-01-12 18:46:08+00:00,DELIVERED,2021-01-15 11:53:30+00:00
522,20210112141823090056521Y,1121012870799CC,11756,ABC_82335000473013,DL,4,LM8W2R150310654417,21/01/21,2021-01-12 18:46:08+00:00,DELIVERED,2021-01-15 11:53:30+00:00
523,20210112141823090056501Y,1121012870799CC,11756,ABC_82335000473013,DL,4,LM8W2R150310654417,21/01/21,2021-01-12 18:46:08+00:00,DELIVERED,2021-01-15 11:53:30+00:00
524,20210117090809978392331Y,ABC01-806414322578CC,11716,ABC_82335000473013,DL,4,LM86R8360350312397,21/01/21,2021-01-18 15:49:29+00:00,DELIVERED,2021-01-21 11:53:03+00:00
525,20210117100814125238271Y,ABC01-806414369625CC,10001,ABC_82335000473013,DL,4,LM8W2R150210668397,21/01/21,2021-01-18 12:52:21+00:00,DELIVERED,2021-01-20 15:28:14+00:00
526,20210112084825736573571Y,ABC01-806412826057CC,92660,ABC_824390009370862,DL,4,LM8X1R120300550561,21/01/21,2021-01-12 18:53:51+00:00,DELIVERED,2021-01-15 13:44:31+00:00
527,20210115002454970250501Y,ABC01-806413715947CC,32137,ABC_824390009370862,DL,2,LM8X1R120300555217,21/01/21,2021-01-15 19:18:34+00:00,DELIVERED,2021-01-19 15:50:50+00:00
528,20210111175013165835091Y,ABC01-806412713861CC,11714,ABC_824390009370862,DL,3,LM8X1R120300549822,21/01/21,2021-01-12 19:56:37+00:00,DELIVERED,2021-01-14 11:14:29+00:00
529,20210113212510444798081Y,ABC01-806413369055CC,10028,ABC_824390009370862,DL,3,LM8X1R120300553568,21/01/21,2021-01-14 19:10:53+00:00,DELIVERED,2021-01-16 16:29:42+00:00
530,20210112123109139720401Y,ABC01-806412937837CC,10009,ABC_82335000473013,DL,4,LM8W2R150310653758,21/01/21,2021-01-12 18:43:14+00:00,DELIVERED,2021-01-15 15:12:54+00:00
531,20210114174639634188961Y,ABC01-806413632311CC,30014,ABC_82335000473013,DL,3,LM8W2R150310666495,21/01/21,2021-01-15 18:59:00+00:00,DELIVERED,2021-01-19 16:19:45+00:00
532,20210112224433930164771Y,ABC01-806413130501CC,10030,ABC_82335000473013,DL,4,LM8W2R150310656693,21/01/21,2021-01-13 19:31:43+00:00,DELIVERED,2021-01-16 09:50:27+00:00
533,20210114105250925490501Y,ABC01-806413233742CC,11727,ABC_824390009370862,DL,3,LM8X1R120300554307,21/01/21,2021-01-15 19:19:11+00:00,DELIVERED,2021-01-19 17:21:53+00:00
534,20210117145741462666651Y,ABC01-806414052122CC,90002,ABC_82335000473013,DL,4,LM8W2R150210673390,21/01/21,2021-01-18 20:18:52+00:00,DELIVERED,2021-01-20 12:12:34+00:00
535,20210117145741462666651Y,ABC01-806414052122CC,90002,ABC_82335000473013,DL,4,LM5A5Y22YN63919340,21/01/21,2021-01-18 19:47:36+00:00,DELIVERED,2021-01-20 12:12:34+00:00
536,20210111135557668556161Y,ABC01-806412572087CC,91770,ABC_824390009370862,DL,4,LM8X1R120300549779,21/01/21,2021-01-12 19:32:26+00:00,DELIVERED,2021-01-15 12:24:30+00:00
537,20210112122927134025161Y,ABC01-806412929249CC,10003,ABC_82335000473013,DL,4,LM8W2R150310653945,21/01/21,2021-01-12 18:31:58+00:00,DELIVERED,2021-01-15 13:29:34+00:00
538,20210112204232834844401Y,ABC01-806410611848CC,92805,ABC_82335000473013,DL,4,LM8W2R150310657978,21/01/21,2021-01-13 19:12:59+00:00,DELIVERED,2021-01-15 09:51:01+00:00
539,20210113123931640122751Y,ABC01-806413216615CC,11756,ABC_824390009370862,DL,3,LM8X1R120300552354,21/01/21,2021-01-14 20:09:37+00:00,DELIVERED,2021-01-16 13:02:57+00:00
540,20210109235844611146691Y,ABC01-806412138157CC,89146,ABC_82335000473013,DL,4,LM8W2R150310636740,21/01/21,2021-01-11 12:13:11+00:00,DELIVERED,2021-01-14 17:56:13+00:00
541,20210116135108000276521Y,1121016538217CC,76063,ABC_82335000473013,DL,2,LM8W2R150310675903,21/01/21,2021-01-18 20:06:54+00:00,DELIVERED,2021-01-19 14:41:14+00:00
542,20210117122931280253051Y,ABC01-806414399902CC,90011,ABC_82335000473013,DL,4,LMF09083YN82556010,21/01/21,2021-01-18 18:54:13+00:00,DELIVERED,2021-01-20 13:05:44+00:00
543,20210111045639118095111Y,ABC01-806412495749CC,95616,ABC_82335000473013,DL,5,LM8W2R150310651607,21/01/21,2021-01-12 18:42:27+00:00,DELIVERED,2021-01-16 10:21:51+00:00
544,20210118171859977306121Y,ABC01-806414581121CC,11779,ABC_82335000473013,DL,4,LMV7855E0354946239,21/01/21,2021-01-19 22:40:15+00:00,DELIVERED,2021-01-21 12:13:24+00:00
545,20210115142310097477781Y,1121015993461CC,89113,ABC_82335000473013,DL,4,LM8W2R150210667021,21/01/21,2021-01-15 18:47:58+00:00,DELIVERED,2021-01-19 20:12:12+00:00
546,20210118190004219398431Y,ABC01-806414827641CC,30075,ABC_82335000473013,DL,3,LMF300930333015331,21/01/21,2021-01-19 20:23:19+00:00,DELIVERED,2021-01-21 12:04:18+00:00
547,20210115185100229111141Y,ABC01-806413917710CC,10075,ABC_82335000473013,DL,4,LMV7855EYN44455369,21/01/21,2021-01-18 20:26:39+00:00,DELIVERED,2021-01-20 13:57:30+00:00
548,20210103183548278407471Y,ABC01-806409262323CC,91361,ABC_824390009370862,DL,4,LM8X1R121300533767,21/01/21,2021-01-08 19:15:14+00:00,DELIVERED,2021-01-11 15:24:56+00:00
549,20210116054137575619941Y,ABC01-806414020759CC,22153,ABC_82335000473013,DL,3,LME1F7330371078265,21/01/21,2021-01-18 20:49:34+00:00,DELIVERED,2021-01-21 15:05:16+00:00
550,20210117115606002729681Y,1121017578091CC,10025,ABC_82335000473013,DL,4,LM8W2R150210668539,21/01/21,2021-01-18 13:04:13+00:00,DELIVERED,2021-01-20 16:33:38+00:00
